tweet_id,sentiment,text
17223,positive,Yessss you smell so fuckin good bae https // t . co / HmYy1rXJDg
6454,neutral,Good Night Bappu # MSG @ Gurmeetramrahim ji waliooo sari rehmt brsaa deo jo niddkk apne pyar to machde aw na bappu j … https // t . co / wdOM9R8Jif
17648,positive,@ DrKumarVishwas Sir Mai PURNEA se Aapke hum bahut bade fan hai Aap PURNEA aa rahe h Monday ko apse milna h sir k … https // t . co / 2LPkqi8PDR
40011,positive,RT @ iAmitBhadana Dada Saheb Phalke International Film Festival Award 2019. Yeh award har Middle class family ke us talent ko samarpit jo s …
15049,negative,@ DrRizwanAhmed1 Pehle yeh bata tu kya ukhhad raha tha pehle agar safe hands mein nahi bhi hota to ? Apahij chul to s … https // t . co / 5dZ2Yzeozr
10427,positive,Jai shree ram .. 2 se dubara aane ke liye BJP p . m modi ji amit sah ji ke seth pure desh washiyo ko dil se bahut bahut … https // t . co / YYF0dZx6Bh
27362,negative,@ ndtvvideos Aap BJP se nahi lad rahe the @ RahulGandhi ap pure desh k sath lad rhe thesainiko ko nicha dikhakar jo … https // t . co / XIpWrXUMmz
18230,positive,RT @ latestly Absolutely loving the new song from @ shahidkapoor's # KabirSingh ! Tujhe Kitna Chahne Lage hits all the right notes ! # ShahidKa …
32818,positive,Modiji ne 2014 ka vaade pura kiya unhone kaha tha jaise hi power me aayenge sabse pahle criminal record MPs ka safa … https // t . co / eK8HuafkQU
13593,positive,@ HrithikRules Cant wait for the trailer 😍 Toofan k saath khelenge hum 🤘
12577,neutral,Yun dil toota ki jaise ki samundar me kisi ne patthar phenka ho Aur wo patthar kitna gahra chala gaya Iss baat ki … https // t . co / WUr7s0bKTc
19712,positive,@ sudhirchaudhary sir daily good news yek good tarikey se batney ke ley thanks sir ham aapki baat daily sunta hunu and dhekta hunu sir
14284,negative,Arrey nahi kar raha woh resign band karo uske joote chatna https // t co / M0zvaS7fLc
18177,positive,@ deannawongst @ sportsdeskph Coz ' w / ur one smile i felt i had a good already 😍😍😍
14788,neutral,@ realDonaldTrump But LEFT will NOT stop !! After # POTUS wins SIGNIFICANT re-election can't even imagine what LEFT … https // t co / k3kHaffqo4
13378,negative,@ shoaib100mph Team selection taik nahi Captain bhi 2 takke ka nahi players saare relo katte hafez imad shadab geniu … https // t . co / eT9DBTnvi3
39980,neutral,@ darr __ yn Yeah I ’ ve always used directions !
23611,positive,@ dont __ argue @ PUBG Pubg kay sath Tik tok b band ho jaye to socho kitna sakoon ho
39819,positive,@ ZakirKhan012 @ ImranKhanPTI Love ❤😘 you bro ... Aa kabhi mumbai ghar pe chai peene ..
16357,positive,RT @ flordecerezx @ absofaccto . dear dakho i wish you a nice day fully of great emotions and love . don ’ t forget that ily so much and you ’ r …
13569,negative,@ SarfarazA _ 54 @ faysalquraishi We have we will 🇵🇰 don ’ t worry Allah pak madad kare ga final Mei enhein ko harein gaye INSH Allah
10263,neutral,@ kunalkamra88 @ Swamy39 Iss kunal ka itne bhav mat do . Kuch log apni aukat se jyada uchhalte hain . Better ignore hi … https // t . co / TCYzqsOP6H
18704,negative,@_ Ba _ sh _ aR _ @ UjaLa1391993 Kahni aik or k chakar main to nahi 😜😅😅😅 dekhna pehly waly se bhi na jao 😅😅😅
14008,positive,RT @ Officially _ 007 Assalam O Alaikum Good Morning 😍 Jumma Mubarak Stay Blessed ❤ https // t co / 8fKPkzv5es
43921,negative,@ hinaparvezbutt Nawaz shareef chor ko to hum aik din nahi bhoolay . Jab tak paisay nahi wapas kerta yaad rahayga . Ba … https // t . co / Ec2NB8HvVU
32426,positive,dear bts our goals and lives might differ but to you i wanna say we made it . love jaana
39485,positive,Congratulations @ Malala your team has done it Another record in # pakistans bag I hope you'll enjoy this Inshallah … https // t . co / 4yjkbdLSAb
359,neutral,@ M _ AHMAD884 @ shahnaveid 1971 😂🤣🤣 Lulli hoti nahi khadi Baten karalo badi badi https // t . co / NNkAZEEx3x
39545,negative,@ BTS _ twt Who pit this on my tl . I just wanna talk . How could you add to my misery ? I see you bangtan i see you . The … https // t . co / nFVPHvHnVY
22049,negative,ISB / Awam Hushyar Hojae Ogra Nay Petrol Aur Desel Ki Tamam Masnoat Ke Qemat 10 Rupy Zaed Kerny Ki Samrri Hakomat Ko Arsaal Kerdi .
41458,positive,Me Aaj Baarish aayegi . Hamid Auto driver Sir Aapki baat sach Hui to kal free mein station chhod doonga … https // t . co / bm8AtmiD9O
38178,positive,@ OfficialDMRC Insaan se koi Matlab nahi ijjat badhti rahe metro ki Jo khara nahi reh paata to sheet hai nahi to nic … https // t . co / iaD5jj9oGo
44797,negative,@ MHKhalid51 @ TarekFatah Chutiye ye bhi bata de jinna ko india pakistan k alawa kaun janta hai ???? Bc gandhi ko duni … https // t . co / pmpVCnQfgR
4845,negative,@ bilalsoomro _ Ye parchi or selfish nai chala @ to team ka halat dekh lo
21805,positive,I WISH VERY AND VERY HAPPY AND # BLESSED # RAMADAN OR # RAMJAAN MONTH TO ALL AND ALL OF YOU THE HON @ UN MEMBER SIR AND … https // t co / a4SR6sahYc
39528,neutral,@ taliskerlover Ye pakka @ onetiponehand _ bhai maze leta h . Itna bebkuf koi nahi hota .
25630,negative,@ nishitrip1997 @ saiyadimam @ Bahujan4India Teri gaand kyu jali Ohh perpetrators teri biradri k upper caste hindu hai … https // t . co / yVRd9j6vQH
18880,positive,The best part about this summers is that you can cancel your all plans by saying Bohot Garmi Hai Yaar . Baad Mein Mil Lenge Kabhi .
8731,neutral,@ ChhayaGupta13 @ VeerSinghDagar2 @ KDPatelboss @ AneelPat Gupta aunti ye log kahin se nahi aaye yahi ke hai Shambhula … https // t . co / 50Al4XNmmF
4785,neutral,RT @ SRKUniverse Andaaz mera sabse juda main baadshahon ka Baadshah 👑 True lyrics 👌🏻 https // t co / T6CtjeReR4
19022,neutral,@ iqrarulhassan This is wrong . We are not blind followers . We will not defend it . Wesy b zartag gul ne abhi tak kia … https // t . co / iLSHbujVtk
14655,positive,@ FanofHamza ye bhout acha faisla Bol Channel ka jis say kafi new talent ai ga i already give audition in acting … https // t co / TKQprdefmy
27372,positive,RT @ SYFIofficial As ’ salaamu alaikum wrwb we pray you are all in the best of health & imaan and having a blessed month . This month SYFI …
29390,positive,@ kaali _ msa I've been laughed at and made fun of my whole life . I'm not easily embarrassed which means I can't be s … https // t . co / HFVrPLArrY
44642,neutral,@ myogiadityanath Dear sir . Job na milne ki is jiwan m bohot samaaiya hai . kahi bhi job nahi milti . shyad ese hi mar … https // t . co / pVLs4xSMmr
24220,negative,@ bprerna who the hell are you old hag ? do kodi ki aukat nahi hai ... tera baap katwa tha kya ?
12569,negative,@ waglenikhil BC Chutiya hai kya . Criminal cases hai to court ja na bhokne se kya hoga
8130,neutral,@ sachinsharmakni Bhayiya ji hamare village me # light 💡 ki bahut hi # problem hai iska koi solution hoga Ki nahi … https // t . co / Hz8sW32K03
20948,neutral,@_ Rashmi __ jis jis ne include kiya hai sab galat hain bhai this is an all time wc xi how on earth can someone who … https // tco / TlMyaHvStX
15027,neutral,PM Modi ji lalru Mandi pin code Majra post Lalu Jila Motihari Madrasi Mein Rehne Wala Hamare Gaon Mein Panchayati G … https // t . co / 9dMxuwuTXV
44970,positive,Happy bday to my lil sis ericalindbeck and we got a big ol poster !!! I love this show Thundercats hoooooo !!!!… https // t co / ikjyqZ5Jad
27540,positive,@ narendramodi Thank you very much for distributing ministry to right candidates especially Defence Home & Finance . Bharat Mata ki jai .
11947,neutral,Aaj fir Mard pm Narendra Modi lege shapath desh ko de ge fir safal netritv Badhai Good luck kafawardsfir dega Awa … https // t co / lKQIaI2FST
21785,positive,@ ButtButtmuneeb @ Damndelusional @ la _ ya _ li @ AbbasiG19 He is sweet kind Mehrban Smjhdar Handsome Orrr Achy Lecture b dyte h 😂😂
45225,neutral,@ Roadside _ Monk @ Arjun _ gujju Aare bhai bhai bhai . 😓 Single he mar jaynge ham .
39719,positive,@ PMOIndia @ narendramodi Adarniye Modi ji aapko dobara desh ka pradhan mantari banne par bahut bahut mubarak Aapki a … https // t co / tYj6Etwtj6
22418,neutral,I just had golgappay limca and ice cream . Sbha gala tou kharab nahi huga ???
16301,neutral,Ye sab dekhna or Sunna baqi tha . Wo b Ramadan mein 😡😡😡😡 Kahan se aty hein ye Log https // t . co / YjG8BnhFF4
42282,negative,@ manakgupta Gupta ji chunav khatm hote hi ab journalist ban Gaye hain factual news report Kar rahe hain .
17538,neutral,Taba Ka Lashe Dan Kwallon duniya @ ahmedmusa718 the Football Hero the song will be out on Sallah day by 50maikalangu … https // t co / lJiqPnavpe
12722,neutral,RT @ MeShestory Me - I dont have boyfriend Me - Phir coffee chalein ? She - I have husband Me - 😶😶 # Meshestory
29629,negative,@ ThinkTankPmlN7 Nawaz choor ko q k us na Sara pasa chora kr bahir la gya aj Pakistan main bacho ka koi acha hospital nahi hai Sala . Ganja
42310,negative,@ Tumhara _ Bap @ nooobmaster69 _ @ callme _ yourDad bsdk chutiya homobakchod .. do you even know what ( joke ) is
23279,negative,@ dhruv _ rathee BSDK teri mammi mamta bano sirf जय श्रीराम bolne par hi jail bhijwa rahi hai uspar video kyo nahi ba … https // t . co / 7LP00CrjKk
17065,negative,@ mohsin08698425 O randi afghan ki rakhel zaban sambhal k pakistan aur fauj k khilaf ek alfaz na bolna randi
1499,positive,@ romanaisarkhan ma'am u r so so so so good seriously iam saying Kya reporting ki thi Aapne elections result wal … https // t co / uPLJjCYMEr
16797,neutral,@ SAifii _ 236 To phir iska mtlb ye nhi nikal skty hm k wo medico tha iska mtlb ye h k sher o shairi ki kitabo sy uska kamra bhra hua tha .
37677,negative,RT @ Hussorks @ Akkian _ Beast @ akshaykMartial Bhaitards ka paltu kutta hai ye @ SuperADianNitin Ajay pe tweet karo toh 5 retweet nahi aate Aks …
42834,positive,jay shree ram dosto jaisa ki ham sab jante hai ki pichle 5 salo me hamare priye pm narendra modi ji ne hamare des … https // t co / nc2ANeFC6D
13120,positive,Congratulations honorable Prime Minister @ narendramodi Ji on super win . will proudly make united India more strong ... Jaihind .🇮🇳 # latepost
7758,negative,@ VoiceofmyBharat Sorry to film Vivek Oberoi ki wajah see fail Hui hai koi achha actor Lena chahiye tha
25161,neutral,RT @ SRIMURALIII And it ’ s a Grand Release For # Amar tomorrow wishing you loads of Luck Abhiii the # YoungRebelStar # RevisedRebelStar # Abh …
28969,neutral,U of L UK and horse racing plus lots of preps packed inside . We ’ re back for more Cards baseball today . State trac … https // t . co / NGetRjzBNz
34006,neutral,RT @ 113tiwarivishnu @ narendramodi Modi ji ... Ek Yojana laiye Goa Dekho Paribhraman Yojna Jaha 18 to 60 years ke lounde JCB ki khudai d …
48,positive,@ narendramodi Manya Pradhan Mantri mahoday Shriman Narendra Modi ji Pradhanmantri banne par Hardik Badhai tahe Dil … https // t . co / pRnoMsKkn1
13034,positive,@ hanumanbeniwal 🙏🙏🙏🙏 The great leader & such a sweet person ( ye chehra mantri ka ni mukhmantri ka h g ) chlte rho m … https // t . co / llR2LYdWS1
10405,neutral,@ SuPriyoBabul @ BJP4Bengal @ TajinderBagga @ narendramodi @ AmitShah @ DilipGhoshBJP @ swapan55 @ KailashOnline … https // t co / naHE49Lhft
25706,positive,@ rufaroboity @ tariwemadimples Hahaha love is not for us veduwe
20090,neutral,Anil Ambani Withdraw Rs 5000 Crore Case Agains Congress Leader In Ahmadabad # ExitPoll Sabse Pehle https // tco / u39lcF3YUB
24632,neutral,@ Unknown82537707 @ iqrarulhassan Kon maryam mukhtar . main nhi janat is naam ko .. aur . Main to narrative ka . MATLAB b … https // t . co / bCYQp6hzhY
15124,neutral,@ waglenikhil Don ’ t be a cry baby Modi pe tatti bhi karte ho aur dhone ke liye ussi se magga maang rahe ho
33282,negative,Angrejo ka taluaa chhate ho kyaa kaaran tha ki jawahar Lal ko ak danda bhi Nahi padaa jahaa hazaaro ne apni kurbaa … https // t . co / jGTHD5KHDr
13245,negative,@ AliMohammed1472 @ shahzofficiall @ BeingSULTAN111 @ jerseyno27 Teri buddhe criminal ka to thik se khada vi nahi hota … https // t co / Ttvu7URtS8
6499,neutral,RT @ izzilham67 Me i dont like her Me i dont like her Me i dont like her Me i dont like her Crush hi Me ya allah j …
14541,positive,@ PDCMDOfficial @ pid _ gov @ PTIofficial @ PTIKPOfficial @ aleemkhan _ pti @ ImranKhanPTI @ SHABAZGIL we didnt vote you to i … https // t . co / OzMLDIk6PE
1338,neutral,RT @ JunaNJoey Thank you @ CelebMix for such an awesome interview Thank you @ Lauraklonowski whooo hoooo https // t co / 2sbJgiunov
13907,negative,@ muraadofficial Hate kon karraha hai yr is bache ko 🤣🤣🤣 lkn iski batameezi ko promote krna theek nhi hai aage jab y … https // t . co / CNgHNQtWWA
26341,positive,Just # watched # punjabi # movie # RabbDaRadio2 nice work by all team nice story must watch . @ BawaRanjit … https // t . co / c442HIrP2O
14617,neutral,Ye Naaz Ye Andaaz Humare Nahi Hote Jholi Me Agar Tukde Tumhare Nahi Hote Milti Na Agar Bheek Huzoor Aapke Darr Se … https // t co / kujadmA3w8
39912,positive,@ AamAadmiParty @ ArvindKejriwal Good ! You should take a resolution not to use the words Modi BJP Hindu or Muslim f … https // t . co / 2LEGh5nYZ3
31585,negative,@ imMAK02 Ye kiss haram ki aulad h Jisko ye maanta hoga vo sala khud haram ki paidaish h Bhdwe sale Ek baap ki au … https // t . co / NR1B1RBoZE
44283,negative,RT @ Knights _ Indian @ thewirehindi # Thewire kuch fayda nahi inki nakami Ko bahar Nikal ke .. jab tak evm rahega BJP cheating karke Jeeta rahe …
16438,neutral,RT @ pichy _ dekho Kuch baatein seedha dil par Lagti he Jaise you have used 100% of your Data
10134,neutral,The view from my mat on this f word Friday is forgiveness for yourself sprinkle in some love and care for your … https // t . co / FLZkLDDMiD
9460,negative,@ RstyClinomaniac @ meeru19670687 @ Muhamad72742240 @ lrshadBhatti336 Aby islam ko par ja ka in ke jhaga teri maa bhn … https // t co / PxkIGbwdgT
15538,negative,Hansraj is totally unfit for BJP post 🤣 Woh Muslims ko galt Nahin bolne wala na koi bhadkau bhasan dene wala hai
38539,positive,@ MaryamNSharif Ya Allah MNS Or MSS ne agar corruption nahi ki unki mushkilen aasan kr de aur agar ki hey aur najai … https // t . co / 63Gd9XpvHj
35465,negative,@ kunalkamra88 chutiye teri gaand me agg lag giyei na bharwe 😂 modi fir se aa gaya . tu bhukha nehi marega … https // t . co / xMkKQUZ6iT
23847,neutral,@ Ar _ Y _ K @ RajivMessage @ RahulGandhi @ INCIndia @ BJP4India Logo ka dimaag chutiyaap hogaya hain . Haraa dikha nahi ke Pakistan se jodh diya 😜😜
7692,positive,my pyaari PariiiPrincess @ UrvashiRautela 👼👰👸 kbi b koi worry mt krio .. always muskurati rhio 😇💓💋😇💋💓😇 apna ache se khy … https // t . co / MIVtJ0RjZs
44587,negative,@ sanjaynirupam Are chamche tum to 72000 de rahe tha phir bhi tum logo ko laat maarkar bhaga diya gaya ab to sharam … https // t . co / K8CdkGiR97
35572,neutral,@ republic Ye to acchha nahin bol sakte . Lekin Zara sochie ye kya ki hogi jo yah ghatna ghati . Women may not be alwa … https // t . co / smMXPcamxC
6072,neutral,Wow Very Nice unko Main Bahut Bahut Badhai Dein ti huh aur Asha rakhti huh ke sath Lein Ney ke baad se turant kaam … https // t co / 0GPTYIh7YT
44824,neutral,@ GenZinfrenzy @ trifling _ life Ye shayad modi ji ka bhasan bhul gye chunav jitne ke bad diya hua ... Unhone bola tha s … https // t . co / 1qB99yZj5o
1965,positive,@ amritabhinder @ firstpost @ Javedakhtarjadu ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae .... frustrated soul 😂😂😂
22631,negative,@ salg _ ooh Wee ngoja . We be killin them .
27373,positive,RT @ robertmuhammad Ramadan Mubarak ! Prayer is Better than Sleep # WeAreFarrahkan # RamadanPrayerLine https // t . co / dJLdvwkDy4
28464,neutral,RT @ Dheeraj17461187 # Drugfreeindia free book name is gaan ganga jeene ki rah sant rampal ji maharaj https // t . co / P6RKFb0T9F
20272,negative,@ SanjayAzadSln @ GautamGambhir Sanjay are ab to baaj aa jaao . log tumhari asliyat jante hai .. phir aa jate ho kutto k … https // t . co / h9hbiHqvAO
19987,positive,@ hertaetae Is hisab se apka jaisa bio hai ... @ DesiArmyAndMint Mandir ban jayega zaroor bharat aa gye to 😬
21096,neutral,@ kamaalrkhan Back in the days when you used to be a Doodhwala ..
11735,neutral,@ bittu7664 tum bahut mast kaam karta hai bittu bhai . 😂😂🙏🏻🙏🏻 https // t . co / CQWQL7vW34
11404,positive,@ SirPareshRawal Only imandaar loko j sui sakvana and good thing is they can always have nice sleep !!
22258,negative,@ krantikari1857 tum jaise aanhd bhakat yahe ker sakte hai khud jawab to denge nahi bus dusre to puchte rahe hai … https // t . co / w5lbOP5jzb
21817,positive,@ imranmumtaz816 @ Saj _ PakPassion @ PakPassion But Bhai unke samne ... starc Cummins Coulter Nile the ... Best pace bowli … https // t . co / gUE6ABEYLe
14727,positive,RT @ KicchaSudeep Ur absence is highly felt mama Luv u always May 29th wil never be the same again 💐🕯️💐 https // t co / olGR6Q4N02
43796,negative,@ SanjayAzadSln Bhencho twitter pe bhi agar chunav ho na to bhi inko ek seat nahi aani .. saale Jabti zamanat wale t … https // t . co / 3giUjo6d77
23842,positive,@ UngraduateG @ YTCreatorsIndia Bro sbu kuch thik ho Jaya ga . Chinta na Kar . All is well Love you 😘😘😘😘😘
23570,positive,RT @ Baji _ jii Bnd kro twitter choro mobile or jumy ki nmaz prh k aao # JummahMubarak
6471,neutral,Any explanation is not possible @ MamataOfficial Bus kuchh bhee https // t co / ZTjRFeH7ax
26235,negative,@ rv _ vijaysingh Teri maa ko LUN suboot teri maa ke pas bhi nahi he tere bap ka tu surgical strike ka suboot tu apni … https // t . co / DKgeHodkOa
15374,neutral,@ MrPaperbagNG Coca cola or pepsi is a good start . If you like neat spirits it has a good enough flavour to drink on … https // t . co / H4fGSXohFG
2131,positive,MERAJ KHAN Mumbai Ramzan Mubarak all you https // tco / ZBI1MtsHO4
29984,negative,@ Habib _ Hasan _ @ sonamJain001 Fucking news i saw 😂😂😂😂😂😂😂 ab ye kya chutiyaap hai ..
17105,positive,@ narendramodi Modi Ji Badhayi Ho ... Varanasi ka niwasi hu Aur Hamare ilake ka ek sadak Kafi din se nahi ban Raha h … https // t . co / 3A3JMwIcY4
37680,neutral,@ RanaAyyub @ Abihabib Sing with me ... Swamy ji aisa feel kar rahe hai ... सोचता हूं की मैं कितना मासूम था क्या से क्… https // t . co / YN1rnovuGs
8208,negative,@ fawadchaudhry tum bohut kamey ho jhoot ke dukan . agar tum ko naak main se kuch nekalni ka kaha jae tu bhe tum keht … https // t . co / nsRUgVJnEi
27107,neutral,bhai Bramhan aur kshatriya karm se bante hain janm se nahi ....... Baaki abhi bhi janm ka aadhar le ke ghum rahe ho … https // t . co / RKzhivt35Z
9864,positive,Himmat mat har rak hausla wo manjar bhi aayega Pyase ke paas chal ke khud samundar bhi aayega Yu thak-har kar na … https // t . co / xs9CVlzY3X
5508,positive,Bas tera sath ho chahe Jo bat ho ❤ tere kahne se kar jaenge 🤗 miss you pushp 😍 I really miss you 😘😘😀😭😢🙏🙏 https // t . co / 5fZzYLfn0m
19264,neutral,@ mizticlady Hehe .. if u r enjoying then it's all fine .. but if ur not then there is a way out .. i can so much rela … https // t . co / RGyBzPJwR8
11930,positive,@ just _ dial RANSU INDIA meri koi led nahi aarahi hai payment dene she pahale bola aap ko daily 10 led aayegi lekin nahi aarahi hai
20581,positive,@ CharuPragya @ IndiaToday @ gauravcsawant We Youths Of Bharat Are Always with You @ CharuPragya Didi
28346,neutral,Yehhh hain wo looggg 👇👇👇👇 Karachi ki baat nahi ho rahi .. Worldcup kjel raha hai Pakistan ... Us k Captain hony se h … https // t . co / 4d62xRJpdr
14354,positive,@ KapilSharmaK9 Love the comedy of kapil paji 😍 u nd ginni mam is like a shinning star .. khuda aap dono ki Jodi humesa banaye rakhe 💑
40403,positive,RT @ JusticeKarthik Beautiful Composition !! Amazing rendition !! Loved this beautiful track !! Really You are Incredible Artist Miss @ jonit …
12261,negative,wow so fuck me huh 😂 my dad rlly buying my sis a brand new whip bitch can't even drive 🤦🏻‍♀️😂
45131,neutral,Maybe I'ma new Blink ~ I haven't know you for 3 years ... bhut trust me Jennie Kim .... The feeling for u now is more … https // t . co / o4KLkBcHAy
19407,positive,@ RakeshD81257820 @ Priyankajit Tum jaise logo ko ghunghat lga kar ghumna chahiye Besharm kyo hai tere bap ka kuch l … https // t co / JADt4g0XkF
2409,positive,@ ChrisEvans @ iamcolinquinn Hi dear I am indira from India . You are sach a nice person you appreciate avery body wo … https // t . co / tffHBA9i27
26925,negative,@ JuhiSin95031521 @ myogiadityanath Students ka future kharab Ho rha hai 2013 ki vacancy ab tak clear nhi Ho payi aap … https // t . co / 2fcx533AEW
14920,positive,Good luck and thank you to all those running in the VHI Mini Marathon tomorrow in aid of @ tessa _ trust
24381,negative,@ MookerjeeD @ INDUS0904 @ div1234567 @ BDUTT Ye bengal bheji hai momta bano ka pagalpan ka ilaj karne bahut pahunchi hui peer hai 😆
30865,positive,Manjoor hai di Aapke ke liye natmastak hu Jai hind jai jawanjai Kisaan azaade hind manish fauji https // t . co / LnGwzI1zNe
42599,neutral,Dear @ smiritiirani phr se 12th pass hi reh gyin .. BJP walon ne aur bikaau media ne 5 saal pehle cheekh cheekh kr Gr … https // t . co / w2U9YiY3BB
26491,positive,RT @ karthiksubbaraj # NGK is a very bold & quirky film that sarcastically exposes current reality in politics with @ selvaraghavan sirs touc …
38560,negative,@ MurtazaViews @ MaryamNSharif Appki bakwas se koi farak perny wala hai ? Lafafy aisy halal nahi ho jaty
29442,neutral,@ MamataOfficial Jay Shree Ram Jay Shree Ram Jay Jay Jay Shree Ram . Sare bolo Jay Shree Ram . Jor se bolo Jay Shree … https // t . co / HmIibVN0lQ
66,positive,@ AbhisharSharma _ @ RavishKumarBlog Loksabha me janta sirf modi ko vote de rahi thi na ki kisi MP or BJP ko without m … https // t . co / sHtBWCB7FM
26778,positive,@ SirPareshRawal @ narendramodi Happy birthday ! And happy Diwali too !! We are going to light up Diyas to celebrate t … https // t co / kEFZu5sH4I
20111,neutral,@ INCIndia Gaddho Abhi to sudhro Chaplusi chamchagiri ki Rajniti band karo Abhi bahut Dam _ Kham Baki hai Congress me … https // t . co / zlIYj9fgny
10652,negative,@ dineshyadav1980 @ RubikaLiyaquat @ mlkhattar sale dogle yadav kyu tera bap maulana @ yadavakhilesh ke to lag gaye … https // t co / XbUIE6vJGE
6091,negative,@ cowbeltwala @ TheSafffronist Kitni baar kahu tum tatti khane wale suar harami jaise gaaliyan mat istemaal karo kyun … https // t . co / ZcekaGBB12
26431,negative,@ ppbajpai @ PMOIndia @ AmitShah Aur ShikshaMantri usei banaa diya jiski khud ki degrees fake hain ! Fake degree dhaar … https // t . co / 0sAgZGbCNq
20735,positive,@ jenwinget Happy Birthday my love you are my dream I love you so much Tum Hamesha khush raho bas yahi Dua Hai Kabh … https // t co / cexkdMNBbo
28700,negative,Log Mi Realme ki Sale me badu muskil se phone order karte h Ye log Cancel kr dete fr bolte h seller ki traf se kiya … https // t . co / ZZVr8Ulz0i
28751,positive,All the Best Ma'am . @ SushmaSwaraj . BTW I had the privilege to meet you during the 1999 polls (20 saal pehle ) in Ch … https // t . co / CQ8ae8qwVW
25279,neutral,RT @ SumitDesai99 @ Sharmistha _ GK @ RahulGandhi no no no u have not boycotted godi media whereas akhilesh has rahul murkh will not boyc …
45032,neutral,@ UKPTIOfficial Dunya walo dekho @ ImranKhanPTI wo kaam karta h jo sirf or sirf gareeb ka sochta h aaj tk kisi ne nh … https // t co / tYoEV59cFx
28757,neutral,"* Golden Words * Har Lafz me "" Matlab "" hota hy Aur har "" Matlab "" me farq hota hy Zindagi me 2 cheezen totny ke liye … https // tco / teBJq35szT O"
45262,negative,@ Jeewan3879 @ umashankarsingh Tmne congress ke Saare video asli lagte he Jo election time pe circulated huye the ?? B … https // t . co / ROSG4P8rGe
25281,negative,@ URDUVOA Wazistan inky bap ki jageer nai hai wo pakistan ka hisa hai or waha PAK ARMY rahegi inhain agr hmari se t … https // t co / gGaKmkuzsc
34078,negative,@ mahan _ saria Are miya kya sbka vishwas ghanta kbhi tumko vote nhi denge wo baitha lo bc sar pe unhe . Sala mera ab … https // t . co / UscfX7pcPZ
16618,positive,@ kpmaurya1 @ myogiadityanath @ JPNadda @ DrMNPandeyMP Badhai Jay mata dee Dr Santosh shrivas
3747,negative,@ sambitswaraj sambit patra kal se kaha jaoge tumhari bakwas band ho jayegi bahut kar li tumne bakwas tum bhi kaha … https // t co / UzGDLc7qva
38049,positive,@ ppbajpai Agar tumhe country ki constitutional organization pe bharosha hi nahi to fir tum hote kaun ho eski demand … https // t co / nZNMMUhU0o
11673,neutral,My # RTRNaps are Frankelio @ 1540 Kismat @ 1510 Sponsored by @ RatingTheRaces - Enter for FREE here … https // t co / ComZf6UPnl
43728,positive,RT @ RdrZine SECRET EXTRA 👀 We made it to over 120 print pre-orders ! As a little thank you for your support (& since we saw y'all are lovi …
31534,neutral,@ TalatHussain12 @ indyurdu bhai agar unho na koi ghalat kaam nahi kiya to phir Kya problem ha . per app ko as madadg … https // t . co / 7UuItO9aTe
28839,neutral,@ imSandy _ Ind @ rssurjewala Modi ji needs only 6 Engineers to Temper EVM from Israel to win Any Election 130 Crore i … https // t . co / REoGmLZFrC
39260,positive,@ BJP4Rajasthan Amar hote hai wo diwane jo lipat 🇮🇳 me sote hai . ser niya O matay Hoti hai . jinke aancal me lipat … https // t . co / WSYjF4l6Js
36923,negative,@ aajtak musalmaano ko kaun si awaze darati Hai yeah Bata aur fela ke tum anarchy phelate hobut tum ye kabhi nahi b … https // t . co / XWjqS9FvP8
20117,neutral,Hai Kanha !! Tamanna hai Mere Man ki Har Pal Sath Tumhara ho Jitni bhi Sanse Chale Meri Har shans Par Naam Tumha … https // t co / cm4fx9sUvX
26278,positive,When no one will understand you and no one will support you There will always be your mumma standing right next t … https // t co / RxMtbSiuVN
13090,neutral,Jara enko koi samaghay aatangi ko aatabgi bolene per mughe aatangi bol rahe abhi kuchh din bolengi tune bum blast k … https // t . co / 1XaUOn9Lvq
28497,positive,@ MominaBasit1 @ ImranKhanPTI Imran khan is Always good for Us
42471,negative,@ sardanarohit Tu kutta hi rahega bjp ka .. Kbtk chatega bjp ki .. Himmat h to ravish kumar ji prasun ji jaise journa … https // t . co / D1zjRGfXDW
23723,neutral,@ dilipmandal Teeno parties to Election se bhut phle ye decision Lena tha Sply Aaj Tak k sabhi anchors n channel BjP ka paid channel h
37292,neutral,@ OmarAyubKhan @ InsafPK Un countries ki currencies me btain ... currency exchange kr k logon ko chkr mt dein
18251,positive,RT @ ATKFC Congratulations to our boys Sumit Rathi and Aryan Lamba for being selected in the India U19 squad ! 🔥 Make us proud ! 🔴⚪️ # Aamar …
16213,negative,Phr is k bad bhi ye corrupt haramkhor drame bazi krte hain media par akar pora pakistan khaa gaye ye khandaan zarda … https // t co / yIji4tWeDN
9140,positive,@_ Jo _ khan Agr iss nay mazahmat ke hoti to jaan say jaty kuch nahi kar sakty thay Allah musalmano par raham kara … https // t . co / O38ShsTyZ6
15911,positive,@ DrSJaishankar @ SushmaSwaraj All the best jaishankarji for an important mission given to you by Modiji . Sushmaji di … https // t . co / VhDdwMLF5f
28106,neutral,@ aajtak @ kanhaiyakumar @ itsmunish Hindustan ke tukde karne ka sochoge to isse bi bada tamcha tume milega ye to surv … https // t co / dHOQ4n4ltd
9986,neutral,@ khalidsalmani1 @ sanjaynirupam This highlight news telecast at # MadarsaNews aap ko rakhe Aage .. Hamesha Lage raho
